estuary,species,year,adult_dens,sap_dens,seed_dens,flw,prp,gall,bld,cnk
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,800,0,20400,50,100,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,8800,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,400,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
ISI,RM,2024,0,0,0,0,0,0,0,0
DB,AM,2018,400,1500,6900,0,0,100,0,0
DB,AM,2018,2600,400,100,0,11.5384615,100,0,7.69230769
DB,AM,2018,200,100,7600,0,50,50,0,0
DB,AM,2018,200,700,4100,0,0,0,0,0
DB,AM,2018,300,0,1800,0,0,0,0,0
DB,AM,2018,200,0,700,0,0,0,0,0
DB,AM,2018,200,0,2800,0,0,0,0,0
DB,AM,2018,800,0,100,0,0,100,0,37.5
DB,AM,2018,300,0,300,0,0,100,0,33.3333333
DB,AM,2018,600,0,900,0,0,100,16.6666667,83.3333333
DB,AM,2018,300,0,500,0,100,100,0,0
DB,AM,2018,700,0,7300,0,100,100,0,0
DB,BG,2018,0,0,400,0,0,0,0,0
DB,BG,2018,0,0,300,0,0,0,0,0
DB,BG,2018,2000,1100,100,0,15,5,0,0
DB,BG,2018,100,200,400,0,0,100,0,0
DB,RM,2018,0,0,200,0,0,0,0,0
DB,RM,2018,0,0,100,0,0,0,0,0
DB,RM,2018,3500,1400,1000,0,31.4285714,8.57142857,0,0
DB,RM,2018,1200,200,1900,0,41.6666667,100,0,0
BW,AM,2018,100,0,0,0,0,100,100,100
BW,AM,2018,400,0,0,0,0,100,50,100
BW,AM,2018,900,0,0,0,0,100,33.3333333,100
BW,AM,2018,5700,0,500,8.77192982,0,100,14.0350877,45.6140351
BW,AM,2018,700,5600,29600,0,0,100,57.1428571,28.5714286
BW,AM,2018,7100,2000,8100,0,0,100,15.4929577,26.7605634
BW,AM,2018,500,0,16200,0,0,100,0,0
BW,AM,2018,2700,500,7800,0,59.2592593,100,0,0
BW,AM,2018,2200,1300,2000,0,27.2727273,100,0,0
BW,AM,2018,4800,0,0,0,0,100,0,97.9166667
BW,AM,2018,2900,0,0,0,0,100,20.6896552,89.6551724
BW,AM,2018,2800,100,0,0,0,100,25,75
BW,AM,2018,1700,0,2800,29.4117647,0,100,0,76.4705882
BW,AM,2018,1400,100,0,7.14285714,0,100,0,57.1428571
BW,AM,2018,5600,900,1200,0,0,78.5714286,3.57142857,50
BW,AM,2018,3700,800,61500,0,0,100,0,27.027027
BW,AM,2018,3100,700,37900,0,0,100,0,45.1612903
BW,AM,2018,2600,200,3000,0,0,100,3.84615385,46.1538462
BW,AM,2018,300,0,6600,0,0,100,66.6666667,0
BW,AM,2018,4600,0,5700,0,0,100,2.17391304,30.4347826
BW,AM,2018,2900,0,300,0,0,100,0,37.9310345
BW,AM,2018,3900,0,0,0,0,100,0,33.3333333
BW,AM,2018,1000,100,900,0,0,100,0,40
BW,AM,2018,1900,1200,1600,0,0,100,10.5263158,10.5263158
BW,AM,2018,900,0,7500,0,0,100,88.8888889,100
BW,AM,2018,900,0,22900,0,0,100,55.5555556,100
BW,AM,2018,100,0,41100,0,0,100,100,100
BW,AM,2018,1300,0,0,0,0,100,30.7692308,100
BW,AM,2018,1900,0,0,0,0,100,10.5263158,89.4736842
BW,AM,2018,1800,0,0,0,0,100,38.8888889,83.3333333
BW,AM,2018,7900,1400,400,0,0,100,2,51.8987342
BW,AM,2018,1800,2700,2400,38.8888889,0,100,11.1111111,55.5555556
BW,AM,2018,500,1500,1300,0,0,100,60,60
BW,AM,2018,500,0,0,0,0,100,0,100
BW,BG,2018,2900,3100,200,100,65.5172414,100,0,0
BW,BG,2018,12700,900,200,51.1811024,0,97.6377953,0,0
BW,BG,2018,6100,100,0,42.6229508,0,101.639344,0,0
BW,BG,2018,0,800,0,0,0,0,0,0
BW,BG,2018,100,400,3300,0,0,100,0,0
BW,BG,2018,100,200,2100,0,0,100,0,0
BW,BG,2018,12300,1000,500,94.3089431,0,100,0,0
BW,BG,2018,10800,200,0,99.0740741,0,100,0,0
BW,BG,2018,7900,0,0,91.1392405,0,100,0,0
BW,BG,2018,0,0,1900,0,0,0,0,0
BW,BG,2018,0,0,300,0,0,0,0,0
BW,BG,2018,1800,300,40600,0,16.6666667,0,0,0
BW,BG,2018,7600,200,200,48.6842105,0,100,0,0
BW,BG,2018,8700,1800,700,42.5287356,0,97.7011494,0,0
BW,BG,2018,8400,600,0,42.8571429,0,98.8095238,0,0
BW,BG,2018,0,0,100,0,0,0,0,0
BW,BG,2018,0,0,5700,0,0,0,0,0
BW,BG,2018,0,0,200,0,0,0,0,0
BW,BG,2018,0,0,1600,0,0,0,0,0
BW,BG,2018,2600,0,12000,53.8461538,0,100,0,0
BW,BG,2018,0,100,4000,0,0,0,0,0
BW,BG,2018,0,100,400,0,0,0,0,0
BW,BG,2018,2600,0,34400,0,0,96.1538462,0,11.5384615
BW,BG,2018,700,2000,36500,42.8571429,0,100,0,0
BW,BG,2018,4200,2000,25900,69.047619,0,100,0,0
BW,BG,2018,3600,0,17900,66.6666667,0,100,0,0
BW,BG,2018,1400,1000,23200,85.7142857,0,78.5714286,0,0
BW,BG,2018,7400,1700,200,48.6486486,0,100,0,0
BW,BG,2018,8500,400,100,51.7647059,0,90.5882353,0,0
BW,BG,2018,7200,600,300,52.7777778,0,95.8333333,0,0
BW,BG,2018,0,100,0,0,0,0,0,0
BW,BG,2018,0,0,1800,0,0,0,0,0
BW,BG,2018,0,0,1500,0,0,0,0,0
BW,BG,2018,10200,0,400,0,0,100,0,0
BW,BG,2018,12200,0,0,76.2295082,0,100,0,0
BW,BG,2018,13900,400,800,51.7985612,0,100,0,0
BW,RM,2018,100,0,0,100,0,100,0,0
BW,RM,2018,1300,0,0,61.5384615,0,100,0,7.69230769
BW,RM,2018,1500,100,200,60,60,100,0,0
BW,RM,2018,100,0,0,0,0,0,0,0
ISI,AM,2018,700,100,0,0,71.4285714,0,100,42.8571429
ISI,AM,2018,2200,0,0,0,72.7272727,100,54.5454545,40.9090909
ISI,AM,2018,1900,300,7500,0,0,100,36.8421053,0
ISI,AM,2018,700,500,1000,0,0,100,57.1428571,0
ISI,AM,2018,3700,200,14300,0,72.972973,100,51.3513514,0
ISI,AM,2018,900,0,6100,0,0,100,44.4444444,88.8888889
ISI,AM,2018,1000,0,0,0,0,100,70,100
ISI,AM,2018,500,0,0,0,0,100,60,100
ISI,AM,2018,1200,0,0,0,0,100,58.3333333,75
ISI,AM,2018,1700,0,0,0,0,100,76.4705882,100
ISI,AM,2018,700,0,25400,0,0,100,71.4285714,85.7142857
ISI,AM,2018,1400,0,0,0,0,100,85.7142857,100
ISI,AM,2018,600,0,0,0,0,100,83.3333333,100
ISI,AM,2018,1800,0,0,0,0,100,72.2222222,100
ISI,AM,2018,3600,0,0,0,0,100,83.3333333,97.2222222
ISI,AM,2018,1600,0,0,0,0,100,75,100
ISI,AM,2018,400,0,0,0,0,100,75,100
ISI,AM,2018,7300,7700,8300,0,0,100,39.7260274,4.10958904
ISI,AM,2018,3200,900,1400,0,0,100,65.625,43.75
ISI,AM,2018,5400,3700,100,0,0,100,33.3333333,38.8888889
ISI,AM,2018,4400,0,16000,0,0,100,52.2727273,38.6363636
ISI,AM,2018,1900,300,0,0,0,100,84.2105263,84.2105263
ISI,AM,2018,3600,0,0,0,0,100,61.1111111,100
ISI,AM,2018,1200,200,15900,0,0,100,66.6666667,75
ISI,AM,2018,2100,500,100,0,0,100,85.7142857,71.4285714
ISI,AM,2018,4000,0,0,0,0,100,85,32.5
ISI,AM,2018,1800,500,0,0,0,100,33.3333333,66.6666667
ISI,AM,2018,5500,100,0,0,0,100,20,41.8181818
ISI,AM,2018,4200,0,0,0,0,100,57.1428571,80.952381
ISI,AM,2018,4200,0,0,0,0,100,42.8571429,85.7142857
ISI,AM,2018,2100,4200,0,0,0,100,52.3809524,57.1428571
ISI,AM,2018,500,0,0,0,0,100,80,100
ISI,AM,2018,400,100,0,0,0,100,0,100
ISI,AM,2018,600,0,0,0,0,100,50,100
ISI,AM,2018,400,200,1100,0,0.25,100,100,100
ISI,BG,2018,500,0,0,100,80,100,0,40
ISI,BG,2018,1800,0,0,0,77.7777778,100,0,50
ISI,BG,2018,0,0,300,0,0,0,0,0
ISI,BG,2018,100,0,0,0,0,0,0,0
ISI,BG,2018,100,0,0,100,100,0,0,0
ISI,BG,2018,300,0,0,17.6470588,17.6470588,100,0,33.3333333
ISI,BG,2018,500,0,0,100,0,0,0,100
ISI,BG,2018,2600,0,0,100,38.4615385,15.3846154,0,46.1538462
ISI,BG,2018,1100,0,0,100,18.1818182,0,0,9.09090909
ISI,BG,2018,1500,0,0,93.3333333,26.6666667,6.66666667,0,6.66666667
ISI,BG,2018,3600,0,0,100,41.6666667,0,0,0
ISI,BG,2018,3400,0,0,100,11.7647059,50,0,0
ISI,BG,2018,300,100,100,1.85185185,0,100,0,0
ISI,BG,2018,400,0,0,15.7894737,25,100,0,0
ISI,BG,2018,300,0,0,8.33333333,33.3333333,66.6666667,0,0
ISI,BG,2018,0,0,300,0,0,0,0,0
ISI,BG,2018,0,100,0,4.76190476,0,0,0,0
ISI,BG,2018,0,0,100,0,0,0,0,0
ISI,BG,2018,200,0,0,0,0,50,0,0
ISI,BG,2018,400,0,0,100,75,75,0,0
ISI,BG,2018,400,0,100,100,0,0,0,0
ISI,BG,2018,600,0,0,100,0,100,0,66.6666667
ISI,BG,2018,500,300,0,100,1,100,0,0
ISI,BG,2018,1100,0,0,100,0.18181818,100,0,0
ISI,BG,2018,3200,1000,500,96.875,0.15625,90.625,0,6.25
ISI,RM,2018,0,0,100,0,0,0,0,0
ISI,RM,2018,0,0,100,0,0,0,0,0
ISI,RM,2018,0,0,200,0,0,0,0,0
ISI,RM,2018,100,0,0,0,33.3333333,100,0,0
ISI,RM,2018,0,0,100,0,0,0,0,0
ISI,RM,2018,100,100,0,0,0,100,0,0
ISI,RM,2018,200,300,0,0,0,100,0,0
ISI,RM,2018,100,0,0,0,0,100,0,0
ISI,RM,2018,300,1000,2000,0,0,100,0,0
ISI,RM,2018,100,0,0,0,0,0,0,0
